keys,es,en,pt_BR,zh_CN
DLG7_1686779687,¿Ahora participas en una obra de teatro o qué?,Are you in a play now or what?,Você está treinando para ser atriz?,你现在是在演戏吗，还是怎样？
DLG8_1686779687,Uh... tan fría como siempre... En fin...,Ugh... as cold as ever... Anyway...,Uh... fria como sempre... De qualquer forma…,唉……还是一如既往地冷淡……算了……
DLG11_1686779687,Gracias por rescatarme Xandria.,"Thank you for rescuing me, Xandria.",Obrigado por me salvar Xandria.,谢谢你来救我，珊德莉雅。
DLG12_1686779687,Seguiré aquí un poco más antes de regresar al laboratorio.,I will stay here a little longer before returning to the lab.,Ficarei por aqui um pouco mais antes de voltar ao laboratório.,我会再在这里待一会儿，然后再回实验室。
DLG13_1686779687,"Ah, casi lo olvido, aquí está tu recompensa.","Ah, I almost forgot, here's your reward.","Ah, eu quase esqueci, aqui está sua recompensa.",啊，我差点忘了，这是你的报酬。
DLG15_1686779687,¿Uhm?,Uhm?,Uhm?,嗯？
DLG16_1686779687,¿Qué es ese polvo blanco?,What is that white powder?,O que é esse pó branco?,那团白色粉末是什么？
DLG17_1686779687,Esto es [color=yellow]Polvo de Magnesio.[/color],This is [color=yellow]Magnesium Powder[/color].,Se chama [color=yellow]Pó de Magnésio[/color].,这是 [color=yellow]镁粉[/color]。
DLG19_1686779687,Uhm... esperaba algo de dinero...,Uhm... I was expecting some money...,Uhm... Eu estava esperando uma recompensa financeira…,呃……我原本还以为会是钱。
DLG20_1686779687,"Solo soy una científica, no es como si el dinero me sobrara...","I'm just a scientist, it's not like I have money to spare...","Eu sou apenas uma cientista, não é como se eu tivesse dinheiro de sobra…",我只是个科学家，又不是手头宽裕到能拿钱打赏别人……
DLG21_1686779687,Cierto.,Right.,Ok.,行吧。
DLG22_1686779687,"Bueno, eso es todo. Cualquier cosa que necesites de mí, me puedes encontrar en el [color=yellow]Laboratorio de Alquimia.[/color]","Well, that's all. Anything you need from me, you can find me in the [color=yellow]Alchemy Lab.[/color]","Bem, isso é tudo. Qualquer coisa que você precisar de mim, você pode me encontrar no [color=yellow]Laboratório de Alquimia[/color].",那就这样吧。你要是有事找我，可以来 [color=yellow]炼金实验室[/color]。
DLG3_1690912410,Quitate de mi camino niño.,"Get out of my way, kid.","Saia do meu caminho, jovem.",给我滚开，小鬼。
DLG4_1690912410,No te dejaré ir a ningún lado.,I won't let you go anywhere.,Eu não vou te deixar ir para lugar nenhum.,我不会让你过去。
DLG6_1690912410,¿Qué demonios quieres?,What the hell do you want?,O que diabos você quer?,你到底想怎样？
DLG7_1690912410,Mi nombre es Joseph Cavendish. Soy el [color=yellow]Adeptis Sexto.[/color],My name is Joseph Cavendish. I am the [color=yellow]Adeptis Sexto.[/color],Meu nome é Joseph Cavendish. Eu sou o [color=yellow]Sexto Adeptis.[/color].,我叫约瑟夫·卡文迪许。我是 [color=yellow]Adeptis Sexto[/color]。
DLG8_1690912410,Y hoy será el día en el que ofrezca tu cabeza al señor Trithemius.,And today will be the day when I offer your head to Lord Trithemius.,E hoje será o dia quando eu ofereço sua cabeça à Vossa Eminência Lorde Trithemius.,而今天，就是我把你的头献给特里特米乌斯大人的日子。
DLG9_1690912410,Con que un Adeptis...,An Adeptis...,Um Adeptis...,一个 Adeptis……
DLG10_1690912410,Era de esperarse que esa basura de Johannes use a niños para el trabajo sucio...,It was to be expected that Johannes' scum would use children for dirty work....,Já era esperado que aquele babaca do Johannes usaria crianças para o trabalho sujo....,约翰内斯那帮渣滓会拿孩子来做脏活，倒也不奇怪……
DLG11_1690912410,La insolencia a nuestro señor se paga con la muerte.,Insolence to our Lord is paid with death.,Insolência dirigida à Vossa Eminência é paga com a morte.,对吾主无礼者，必以死偿还。
DLG12_1690912410,"Estúpido niño, ¿no ves que solo te está usando? No le importas nada a Johannes.","Stupid boy, can't you see he's just using you? Johannes doesn't give a damn about you.","Garoto estúpido, não consegue notar que ele está te manipulando? Johannes não se importa nem um pouco com você.",蠢货，你看不出来他只是在利用你吗？约翰内斯根本不在乎你。
DLG14_1690912410,¡Silencio! No lo entiendes. Nuestro señor purgará este mundo de la inmundicia plebeya.,Quiet! You do not understand. Our Lord will purge this world of plebeian filth.,Silêncio! Você não entende. Vossa Eminência purificará esse mundo da imundice dos plebeus.,安静！你根本不懂。吾主会将这世界上的平民污秽尽数净化。
DLG15_1690912410,"La Orden mató a mi padre, quien solo ayudaba a la noble causa de los Ahuizotes...","The Order killed my father, who was only helping the noble cause of the Ahuizotes...","A Ordem matou meu pai, que estava apenas ajudando a nobre causa dos Ahuizotes...",教团杀了我父亲，而他明明只是在帮助 Ahuizotes 的崇高大业……
DLG17_1690912410,¡Ustedes tienen que pagar con sus vidas!,You have to pay with your lives!,Vocês têm que pagar com suas vidas!,你们必须用命来偿还！
DLG19_1690912410,Ya veo... eres el hijo de Henry Cavendish.,I see... you are Henry Cavendish's son.,Eu entendo... você é filho de Henry Cavendish.,原来如此……你是亨利·卡文迪许的儿子。
DLG20_1690912410,Un Aristócrata que solo era un peón más de Johannes.,An Aristocrat who was just another pawn of Johannes.,Um Aristocrata que não se passava de outra marionete de Johannes.,一个贵族，也不过是约翰内斯手里的另一枚棋子。
DLG21_1690912410,Cómo te atreves a llamarlo de esa manera...,How dare you call him that...,Como você ousa chamá-lo assim…,你竟敢那样称呼他……
DLG23_1690912410,¡Suficiente!,Enough!,Chega!,够了！
DLG24_1690912410,Tomaré tu vida no sin antes hacerte sufrir.,I will take your life but not before making you suffer.,Te farei sofrer antes de tirar a sua vida.,我会取走你的命，但在那之前，我会先让你吃尽苦头。
DLG27_1690912410,No tengo otra opción...,I have no other choice...,Eu não tenho outra alternativa…,我别无选择……
DLG28_1690912410,Te daré el golpe de realidad que necesitas.,I'll give you the reality check you need.,Te darei um choque de realidade que você precisa.,我会让你认清现实。
DLG2_1690912429,Esta pelea se ha alargado más de lo que pensé...,This fight has dragged on longer than I thought....,Essa luta se arrastou por mais tempo que eu pensava.…,这场战斗拖得比我想的还要久……
DLG3_1690912429,"Ya ríndete, no tienes oportunidad contra mí.","Give up already, you don't stand a chance against me.","Desista, você não tem chance contra mim.",快认输吧，你根本没机会赢我。
DLG6_1690912429,"Por lo que deduzco, Joseph es un [color=yellow]Alquimista de Oxígeno.[/color]","From what I gather, Joseph is an [color=yellow]Oxygen Alchemist.[/color]","Das informações que eu coletei, Joseph é um [color=yellow]Alquimista de Oxigênio[/color].",据我推断，约瑟夫是一名 [color=yellow]氧之炼金术师[/color]。
DLG7_1690912429,"Pero también tiene poca experiencia, no parece ser capaz de manipular grandes cantidades del elemento o generar Ozono.","But he also has little experience, he does not seem to be able to manipulate large quantities of the element or generate Ozone.","Mas ele é bem inexperiente, ele aparenta não ser capaz de manipular grandes quantidades do elemento ou gerar Ozônio.",不过他经验还不够，似乎既不能操控大量元素，也无法生成臭氧。
DLG8_1690912429,Será un verdadero problema si consigue mejorar sus habilidades...,It will be a real problem if he manages to improve his skills...,Isso será um risco real se ele melhorar suas habilidades…,如果他能继续提升技巧，事情就真麻烦了……
DLG11_1690912429,No... esto apenas comienza.,No... this is just the beginning.,Não... este é apenas o começo.,不……这才刚开始。
DLG12_1690912429,El señor Trithemius me ha otorgado un Circuito Elemental para manipular pequeñas cantidades de [color=yellow]Aluminio.[/color],Lord Trithemius has granted me an Elemental Circuit to manipulate small amounts of [color=yellow]Aluminum.[/color],Vossa Eminência Lorde Trithemius me concedeu um Circuito Elemental que manipula pequenas quantidades de [color=yellow]Alumínio[/color].,特里特米乌斯大人赐予了我一枚元素回路，让我可以操控少量的 [color=yellow]铝[/color]。
DLG13_1690912429,"Y gracias a ti, tengo el material que me hacía falta.","And thanks to you, I have the material I needed.","E graças a você, eu tenho o material necessário.",而多亏了你，我已经拿到了我需要的材料。
DLG14_1690912429,¿A qué te refieres?,What do you mean?,Como assim?,你这话什么意思？
DLG15_1690912429,He estado oxidando las partículas de Hierro que has transmutado.,I have been oxidizing the Iron particles you have transmuted.,Eu estive enferrujando as partículas de ferro que você transmutou.,我一直在氧化你炼成出来的铁粒。
DLG16_1690912429,Acaso... ¿¡Has creado Termita!?,Did you... Did you create Termite!?,Você... Você criou Termite!?,你……你做出了铝热剂！？
DLG17_1690912429,Así es. Tengo el poder de generar tanto calor para fundir el hierro.,"That's right, I have the power to generate enough heat to melt iron.","Exato, eu tenho o poder de gerar tanto calor que posso derreter o ferro.",没错，我拥有足以熔化铁的高热之力。
DLG18_1690912429,(Maldita sea... esto se ha complicado...),(Damn... this has gotten complicated...),(Droga... as coisas ficaram complicadas...),（该死……这下麻烦了……）
DLG1_1704732290,Al fin despiertas Xandria...,"You're finally awake, Xandria...",Finalmente você acordou Xandria...,你终于醒了，珊德莉雅……
DLG2_1704732290,¿Sigues teniendo la misma pesadilla?,Are you still having the same nightmare?,O mesmo pesadelo de sempre?,你是不是又做那个噩梦了？
DLG4_1704732290,Señora Rachel...,Ms. Rachel...,Senhora Rachel...,瑞秋女士……
DLG5_1704732290,Qué... ¿qué ha pasado?,What... what happened?,O que... o que aconteceu?,发、发生什么事了？
DLG6_1704732290,El médico dijo que sufriste un ataque de gas cloro.,The doctor said you suffered a chlorine gas attack.,O médico disse que você sofreu um ataque de gás cloro.,医生说你遭遇了氯气攻击。
DLG7_1704732290,Ha pasado una semana desde que comenzó el tratamiento.,It has been one week since the treatment started.,Se passou uma semana desde que o tratamento se iniciou.,从开始治疗到现在，已经过了一周。
DLG8_1704732290,¿¡Una semana!? He perdido bastante tiempo... El maldito de Johannes ha escapado...,A week?! I've wasted enough time... That bastard Johannes has escaped...,Uma semana?! Perdi tempo o suficiente... Aquele maldito do Johannes escapou…,一周？！我已经浪费够多时间了……那个混账约翰内斯已经逃掉了……
DLG9_1704732290,"¿Es en serio? Tu vida estuvo en peligro, ¿y te preocupa eso?","Are you serious? Your life was in danger, and you care about that?",Está falando sério? Sua vida estava em perigo e ainda se importa com isso?,你认真的？你命都差点没了，结果你在乎的是这个？
DLG10_1704732290,Ese ciego egoísmo no te traerá nada bueno...,That blind selfishness will not bring you any good...,Esse egoísmo cego não te trará nada de positivo…,那种盲目偏执的任性不会给你带来任何好结果……
DLG12_1704732290,Yo... Debo irme...,I... I must go...,Eu... Eu devo ir…,我……我必须走……
DLG13_1704732290,Xandria... por lo menos descansa un poco más.,Xandria... at least get some more rest.,Xandria... pelo menos descanse um pouco mais.,珊德莉雅……至少再多休息一下。
DLG14_1704732290,Estás muy debilitada y con lesiones en todo el cuerpo. En tu estado actual serías presa fácil para cualquier demonio.,"You are very weakened and have injuries all over your body. In your current state, you would be easy prey for any demon.",Você está muito fraca e com ferimentos por todo o corpo. Em seu estado atual você seria uma presa fácil para qualquer demônio.,你现在非常虚弱，浑身都是伤。以你目前的状态，任何恶魔都能轻易把你当成猎物。
DLG16_1704732290,Solo esta noche descansaré.,I will only rest for tonight.,Hoje à noite você apenas descansará.,我只会休息今天这一晚。
DLG17_1704732290,"Pero mañana saldré en busca de Johannes, no me importa nada más.",But tomorrow I will go out in search of Johannes. I don't care about anything else.,"Porém amanhã eu irei procurar pelo Johannes, Eu não me importo com mais nada.",明天我就会出去寻找约翰内斯。除此之外我什么都不在乎。
